session_id	session_ref	session_track	session_title	chair	chair_affiliation	discussant	discussant_affiliation	abstract_id
70703	IR21	IR & Conflict	Dynamics of Intrastate Conflict	Winnie Xia	University of Essex, United Kingdom	Miku Matsunaga	NA	1852
70702	IR20	IR & Conflict	Interstate Conflict and Cooperation	NA	NA	Evan Perkoski	NA	210
70702	IR20	IR & Conflict	Interstate Conflict and Cooperation	NA	NA	Evan Perkoski	NA	529
70702	IR20	IR & Conflict	Interstate Conflict and Cooperation	NA	NA	Evan Perkoski	NA	602
70702	IR20	IR & Conflict	Interstate Conflict and Cooperation	NA	NA	Evan Perkoski	NA	1107
70702	IR20	IR & Conflict	Interstate Conflict and Cooperation	NA	NA	Evan Perkoski	NA	1690
70701	IR18	IR & Conflict	New Developments in Human Rights Measurement	David Cingranelli	Binghamton University, USA	Chris Fariss	NA	189
70701	IR18	IR & Conflict	New Developments in Human Rights Measurement	David Cingranelli	Binghamton University, USA	Chris Fariss	NA	328
70701	IR18	IR & Conflict	New Developments in Human Rights Measurement	David Cingranelli	Binghamton University, USA	Chris Fariss	NA	830
70701	IR18	IR & Conflict	New Developments in Human Rights Measurement	David Cingranelli	Binghamton University, USA	Chris Fariss	NA	1668
70701	IR18	IR & Conflict	New Developments in Human Rights Measurement	David Cingranelli	Binghamton University, USA	Chris Fariss	NA	1820
70700	IR17	IR & Conflict	Institutions, Regime Change and Foreign Policy	Sara Mitchell	NA	Sara Mitchell	NA	1380
70700	IR17	IR & Conflict	Institutions, Regime Change and Foreign Policy	Sara Mitchell	NA	Sara Mitchell	NA	1679
70700	IR17	IR & Conflict	Institutions, Regime Change and Foreign Policy	Sara Mitchell	NA	Sara Mitchell	NA	1699
70700	IR17	IR & Conflict	Institutions, Regime Change and Foreign Policy	Sara Mitchell	NA	Sara Mitchell	NA	1744
70699	IR23	IR & Conflict	Transitional Justice and Conflict	NA	NA	Omer Zarpli	NA	252
70699	IR23	IR & Conflict	Transitional Justice and Conflict	NA	NA	Omer Zarpli	NA	1076
70699	IR23	IR & Conflict	Transitional Justice and Conflict	NA	NA	Omer Zarpli	NA	1512
70699	IR23	IR & Conflict	Transitional Justice and Conflict	NA	NA	Omer Zarpli	NA	1841
70698	IR16	IR & Conflict	Politics of International Migration	Kerimcan Kavakli	NA	Elisa D'Amico	NA	1342
70698	IR16	IR & Conflict	Politics of International Migration	Kerimcan Kavakli	NA	Elisa D'Amico	NA	1396
70698	IR16	IR & Conflict	Politics of International Migration	Kerimcan Kavakli	NA	Elisa D'Amico	NA	1464
70698	IR16	IR & Conflict	Politics of International Migration	Kerimcan Kavakli	NA	Elisa D'Amico	NA	1940
70697	IR15	IR & Conflict	Political Economy of Conflict	Scott Gates	NA	Henry Pascoe	NA	453
70697	IR15	IR & Conflict	Political Economy of Conflict	Scott Gates	NA	Henry Pascoe	NA	1094
70697	IR15	IR & Conflict	Political Economy of Conflict	Scott Gates	NA	Henry Pascoe	NA	1827
70697	IR15	IR & Conflict	Political Economy of Conflict	Scott Gates	NA	Henry Pascoe	NA	1846
70696	IR14	IR & Conflict	Issues in Human Rights	Rebecca Cordell	NA	Brendan Skip Mark	NA	1029
70696	IR14	IR & Conflict	Issues in Human Rights	Rebecca Cordell	NA	Brendan Skip Mark	NA	1949
70696	IR14	IR & Conflict	Issues in Human Rights	Rebecca Cordell	NA	Brendan Skip Mark	NA	844
70696	IR14	IR & Conflict	Issues in Human Rights	Rebecca Cordell	NA	Brendan Skip Mark	NA	349
70695	IR11	IR & Conflict	International Cooperation and Foreign Policy	NA	NA	NA	NA	120
70695	IR11	IR & Conflict	International Cooperation and Foreign Policy	NA	NA	NA	NA	862
70695	IR11	IR & Conflict	International Cooperation and Foreign Policy	NA	NA	NA	NA	982
70694	IR10	IR & Conflict	Rebel Group Strategies	Megan Stewart	NA	Andrew Coe	NA	937
70694	IR10	IR & Conflict	Rebel Group Strategies	Megan Stewart	NA	Andrew Coe	NA	1529
70694	IR10	IR & Conflict	Rebel Group Strategies	Megan Stewart	NA	Andrew Coe	NA	1974
70694	IR10	IR & Conflict	Rebel Group Strategies	Megan Stewart	NA	Andrew Coe	NA	636
70694	IR10	IR & Conflict	Rebel Group Strategies	Megan Stewart	NA	Andrew Coe	NA	23
70692	IR09	IR & Conflict	Coups, Militias, and Defections	Sabine Carey	NA	Megan Becker	NA	134
70692	IR09	IR & Conflict	Coups, Militias, and Defections	Sabine Carey	NA	Megan Becker	NA	320
70692	IR09	IR & Conflict	Coups, Militias, and Defections	Sabine Carey	NA	Megan Becker	NA	323
70692	IR09	IR & Conflict	Coups, Militias, and Defections	Sabine Carey	NA	Megan Becker	NA	1297
70692	IR09	IR & Conflict	Coups, Militias, and Defections	Sabine Carey	NA	Megan Becker	NA	1833
70691	IR08	IR & Conflict	Natural Disasters and Violence	Matthias Basedau	NA	Neeraj Prasad	NA	609
70691	IR08	IR & Conflict	Natural Disasters and Violence	Matthias Basedau	NA	Neeraj Prasad	NA	780
70691	IR08	IR & Conflict	Natural Disasters and Violence	Matthias Basedau	NA	Neeraj Prasad	NA	934
70691	IR08	IR & Conflict	Natural Disasters and Violence	Matthias Basedau	NA	Neeraj Prasad	NA	565
70691	IR08	IR & Conflict	Natural Disasters and Violence	Matthias Basedau	NA	Neeraj Prasad	NA	1469
70689	IR07	IR & Conflict	Political Consequences of Exposure to Violence and Intergroup Prejudice	Marcela Ibáñez	University of Zurich, Switzerland	Alain Schläpfer	NA	1215
70689	IR07	IR & Conflict	Political Consequences of Exposure to Violence and Intergroup Prejudice	Marcela Ibáñez	University of Zurich, Switzerland	Alain Schläpfer	NA	1398
70689	IR07	IR & Conflict	Political Consequences of Exposure to Violence and Intergroup Prejudice	Marcela Ibáñez	University of Zurich, Switzerland	Alain Schläpfer	NA	1541
70688	IR06	IR & Conflict	Legacies of Conflict and Violence	Sebastian Schutte	NA	Sebastian Schutte	NA	296
70688	IR06	IR & Conflict	Legacies of Conflict and Violence	Sebastian Schutte	NA	Sebastian Schutte	NA	1133
70688	IR06	IR & Conflict	Legacies of Conflict and Violence	Sebastian Schutte	NA	Sebastian Schutte	NA	1479
70688	IR06	IR & Conflict	Legacies of Conflict and Violence	Sebastian Schutte	NA	Sebastian Schutte	NA	1900
70688	IR06	IR & Conflict	Legacies of Conflict and Violence	Sebastian Schutte	NA	Sebastian Schutte	NA	1608
70630	PE23	Political Economy	Political Economy of Development	Nelson Ruiz	NA	NA	NA	380
70630	PE23	Political Economy	Political Economy of Development	Nelson Ruiz	NA	NA	NA	1680
70630	PE23	Political Economy	Political Economy of Development	Nelson Ruiz	NA	NA	NA	1853
70630	PE23	Political Economy	Political Economy of Development	Nelson Ruiz	NA	NA	NA	374
70628	PE01	Political Economy	Political Economy of COVID-19	NA	NA	Jan Vogler	NA	1017
70628	PE01	Political Economy	Political Economy of COVID-19	NA	NA	Jan Vogler	NA	1267
70628	PE01	Political Economy	Political Economy of COVID-19	NA	NA	Jan Vogler	NA	695
70628	PE01	Political Economy	Political Economy of COVID-19	NA	NA	Jan Vogler	NA	1980
70628	PE01	Political Economy	Political Economy of COVID-19	NA	NA	Jan Vogler	NA	976
70627	IR12	IR & Conflict	Peacemaking and Peacekeeping	Bethany Lacina	NA	Bethany Lacina	NA	366
70627	IR12	IR & Conflict	Peacemaking and Peacekeeping	Bethany Lacina	NA	Bethany Lacina	NA	547
70627	IR12	IR & Conflict	Peacemaking and Peacekeeping	Bethany Lacina	NA	Bethany Lacina	NA	662
70627	IR12	IR & Conflict	Peacemaking and Peacekeeping	Bethany Lacina	NA	Bethany Lacina	NA	104
70627	IR12	IR & Conflict	Peacemaking and Peacekeeping	Bethany Lacina	NA	Bethany Lacina	NA	1810
70626	IR19	IR & Conflict	Public Opinion and Foreign Policy	Jun Sudduth	NA	Jamie Gruffydd-Jones	NA	1002
70626	IR19	IR & Conflict	Public Opinion and Foreign Policy	Jun Sudduth	NA	Jamie Gruffydd-Jones	NA	1514
70626	IR19	IR & Conflict	Public Opinion and Foreign Policy	Jun Sudduth	NA	Jamie Gruffydd-Jones	NA	441
70626	IR19	IR & Conflict	Public Opinion and Foreign Policy	Jun Sudduth	NA	Jamie Gruffydd-Jones	NA	626
70626	IR19	IR & Conflict	Public Opinion and Foreign Policy	Jun Sudduth	NA	Jamie Gruffydd-Jones	NA	1687
70624	IR05	IR & Conflict	Gender and Conflict	Kelly Kadera	NA	Kelly Kadera	NA	1162
70624	IR05	IR & Conflict	Gender and Conflict	Kelly Kadera	NA	Kelly Kadera	NA	1623
70624	IR05	IR & Conflict	Gender and Conflict	Kelly Kadera	NA	Kelly Kadera	NA	1624
70624	IR05	IR & Conflict	Gender and Conflict	Kelly Kadera	NA	Kelly Kadera	NA	1139
70623	IR04	IR & Conflict	Repertoires of Repression	Stephen Bagwell	NA	Graig Klein	NA	111
70623	IR04	IR & Conflict	Repertoires of Repression	Stephen Bagwell	NA	Graig Klein	NA	376
70623	IR04	IR & Conflict	Repertoires of Repression	Stephen Bagwell	NA	Graig Klein	NA	1220
70623	IR04	IR & Conflict	Repertoires of Repression	Stephen Bagwell	NA	Graig Klein	NA	1717
70623	IR04	IR & Conflict	Repertoires of Repression	Stephen Bagwell	NA	Graig Klein	NA	1994
70622	IR03	IR & Conflict	Forced Migration, Refugees, and Violence	Alexandra Scacco	NA	Vincenzo Bove	NA	865
70622	IR03	IR & Conflict	Forced Migration, Refugees, and Violence	Alexandra Scacco	NA	Vincenzo Bove	NA	1055
70622	IR03	IR & Conflict	Forced Migration, Refugees, and Violence	Alexandra Scacco	NA	Vincenzo Bove	NA	1247
70622	IR03	IR & Conflict	Forced Migration, Refugees, and Violence	Alexandra Scacco	NA	Vincenzo Bove	NA	1288
70622	IR03	IR & Conflict	Forced Migration, Refugees, and Violence	Alexandra Scacco	NA	Vincenzo Bove	NA	1634
70621	IR02	IR & Conflict	Public Opinion in IR	Sarah Bush	NA	Bernd Beber	NA	1101
70621	IR02	IR & Conflict	Public Opinion in IR	Sarah Bush	NA	Bernd Beber	NA	1196
70621	IR02	IR & Conflict	Public Opinion in IR	Sarah Bush	NA	Bernd Beber	NA	1393
70621	IR02	IR & Conflict	Public Opinion in IR	Sarah Bush	NA	Bernd Beber	NA	1552
70621	IR02	IR & Conflict	Public Opinion in IR	Sarah Bush	NA	Bernd Beber	NA	1123
70620	IR01	IR & Conflict	Politics of Elections and Violence	José Cheibub	NA	Daniela Donno	NA	129
70620	IR01	IR & Conflict	Politics of Elections and Violence	José Cheibub	NA	Daniela Donno	NA	304
70620	IR01	IR & Conflict	Politics of Elections and Violence	José Cheibub	NA	Daniela Donno	NA	708
70620	IR01	IR & Conflict	Politics of Elections and Violence	José Cheibub	NA	Daniela Donno	NA	1728
70620	IR01	IR & Conflict	Politics of Elections and Violence	José Cheibub	NA	Daniela Donno	NA	1559
70618	CP31	Comparative Politics	Political accountability	Lea Caftan	Witten/Herdecke University, Germany	Elliott Green	LSE, United Kingdom	234
70618	CP31	Comparative Politics	Political accountability	Lea Caftan	Witten/Herdecke University, Germany	Elliott Green	LSE, United Kingdom	261
70618	CP31	Comparative Politics	Political accountability	Lea Caftan	Witten/Herdecke University, Germany	Elliott Green	LSE, United Kingdom	926
70618	CP31	Comparative Politics	Political accountability	Lea Caftan	Witten/Herdecke University, Germany	Elliott Green	LSE, United Kingdom	1903
70618	CP31	Comparative Politics	Political accountability	Lea Caftan	Witten/Herdecke University, Germany	Elliott Green	LSE, United Kingdom	1711
70617	CP30	Comparative Politics	State formation and capacity	Emmy Lindstam	IE University, Spain	Johannes Lindvall	University of Gothenburg, Sweden	536
70617	CP30	Comparative Politics	State formation and capacity	Emmy Lindstam	IE University, Spain	Johannes Lindvall	University of Gothenburg, Sweden	816
70617	CP30	Comparative Politics	State formation and capacity	Emmy Lindstam	IE University, Spain	Johannes Lindvall	University of Gothenburg, Sweden	872
70617	CP30	Comparative Politics	State formation and capacity	Emmy Lindstam	IE University, Spain	Johannes Lindvall	University of Gothenburg, Sweden	952
70616	CP29	Comparative Politics	Mobilisation and participation	Enrique Hernández	NA	Kaat Smets	NA	372
70616	CP29	Comparative Politics	Mobilisation and participation	Enrique Hernández	NA	Kaat Smets	NA	530
70616	CP29	Comparative Politics	Mobilisation and participation	Enrique Hernández	NA	Kaat Smets	NA	1049
70616	CP29	Comparative Politics	Mobilisation and participation	Enrique Hernández	NA	Kaat Smets	NA	1703
70615	CP28	Comparative Politics	Populism and extremism	Shea Minter	NA	Gloria Gennaro	UCL, United Kingdom	158
70615	CP28	Comparative Politics	Populism and extremism	Shea Minter	NA	Gloria Gennaro	UCL, United Kingdom	949
70615	CP28	Comparative Politics	Populism and extremism	Shea Minter	NA	Gloria Gennaro	UCL, United Kingdom	1693
70614	CP27	Comparative Politics	Ethnic politics	NA	NA	Paola Galano Toro	ETH Zurich, Switzerland	1312
70614	CP27	Comparative Politics	Ethnic politics	NA	NA	Paola Galano Toro	ETH Zurich, Switzerland	1347
70614	CP27	Comparative Politics	Ethnic politics	NA	NA	Paola Galano Toro	ETH Zurich, Switzerland	1592
70614	CP27	Comparative Politics	Ethnic politics	NA	NA	Paola Galano Toro	ETH Zurich, Switzerland	1849
70613	CP26	Comparative Politics	Political selection and representation	Gabriele Magni	NA	Stuart Turnbull-Dugarte	NA	202
70613	CP26	Comparative Politics	Political selection and representation	Gabriele Magni	NA	Stuart Turnbull-Dugarte	NA	225
70613	CP26	Comparative Politics	Political selection and representation	Gabriele Magni	NA	Stuart Turnbull-Dugarte	NA	1146
70613	CP26	Comparative Politics	Political selection and representation	Gabriele Magni	NA	Stuart Turnbull-Dugarte	NA	1953
70612	CP25	Comparative Politics	Geography as a political cleavage	Irene Menendez	IE University, Spain	Elias Dinas	European University Institute, Italy	1584
70612	CP25	Comparative Politics	Geography as a political cleavage	Irene Menendez	IE University, Spain	Elias Dinas	European University Institute, Italy	1727
70612	CP25	Comparative Politics	Geography as a political cleavage	Irene Menendez	IE University, Spain	Elias Dinas	European University Institute, Italy	1815
70612	CP25	Comparative Politics	Geography as a political cleavage	Irene Menendez	IE University, Spain	Elias Dinas	European University Institute, Italy	1969
70611	CP33	Comparative Politics	Crisis management	Andreu Arenas	University of Barcelona, Spain	Joachim Wehner	London School of Economics, United Kingdom	10
70611	CP33	Comparative Politics	Crisis management	Andreu Arenas	University of Barcelona, Spain	Joachim Wehner	London School of Economics, United Kingdom	957
70611	CP33	Comparative Politics	Crisis management	Andreu Arenas	University of Barcelona, Spain	Joachim Wehner	London School of Economics, United Kingdom	1010
70611	CP33	Comparative Politics	Crisis management	Andreu Arenas	University of Barcelona, Spain	Joachim Wehner	London School of Economics, United Kingdom	1452
70611	CP33	Comparative Politics	Crisis management	Andreu Arenas	University of Barcelona, Spain	Joachim Wehner	London School of Economics, United Kingdom	851
70610	CP34	Comparative Politics	Conflict	Anne Degrave	Institude for Advanced Study in Toulouse, France	NA	NA	711
70610	CP34	Comparative Politics	Conflict	Anne Degrave	Institude for Advanced Study in Toulouse, France	NA	NA	1262
70610	CP34	Comparative Politics	Conflict	Anne Degrave	Institude for Advanced Study in Toulouse, France	NA	NA	1682
70610	CP34	Comparative Politics	Conflict	Anne Degrave	Institude for Advanced Study in Toulouse, France	NA	NA	1924
70609	CP35	Comparative Politics	The politics of security	Jennifer Dumas	NA	Marius Mehrl	University of Leeds, United Kingdom	287
70609	CP35	Comparative Politics	The politics of security	Jennifer Dumas	NA	Marius Mehrl	University of Leeds, United Kingdom	1030
70609	CP35	Comparative Politics	The politics of security	Jennifer Dumas	NA	Marius Mehrl	University of Leeds, United Kingdom	1346
70609	CP35	Comparative Politics	The politics of security	Jennifer Dumas	NA	Marius Mehrl	University of Leeds, United Kingdom	1569
70609	CP35	Comparative Politics	The politics of security	Jennifer Dumas	NA	Marius Mehrl	University of Leeds, United Kingdom	1428
70608	CP36	Comparative Politics	Coalitions	Thomas Saalfeld	University of Bamberg, Germany	Lanny Martin	University of Bocconi, Italy	683
70608	CP36	Comparative Politics	Coalitions	Thomas Saalfeld	University of Bamberg, Germany	Lanny Martin	University of Bocconi, Italy	960
70608	CP36	Comparative Politics	Coalitions	Thomas Saalfeld	University of Bamberg, Germany	Lanny Martin	University of Bocconi, Italy	400
70608	CP36	Comparative Politics	Coalitions	Thomas Saalfeld	University of Bamberg, Germany	Lanny Martin	University of Bocconi, Italy	1906
70608	CP36	Comparative Politics	Coalitions	Thomas Saalfeld	University of Bamberg, Germany	Lanny Martin	University of Bocconi, Italy	1745
70607	CP32	Comparative Politics	Democratic quality and satisfaction	Wooseok Kim	NA	Christopher Claassen	NA	1205
70607	CP32	Comparative Politics	Democratic quality and satisfaction	Wooseok Kim	NA	Christopher Claassen	NA	1570
70607	CP32	Comparative Politics	Democratic quality and satisfaction	Wooseok Kim	NA	Christopher Claassen	NA	1639
70607	CP32	Comparative Politics	Democratic quality and satisfaction	Wooseok Kim	NA	Christopher Claassen	NA	1987
70607	CP32	Comparative Politics	Democratic quality and satisfaction	Wooseok Kim	NA	Christopher Claassen	NA	1909
70606	CP24	Comparative Politics	Political Survival	Nils-Christian Bormann	Witten/Herdecke University, Germany	Jun Sudduth	NA	485
70606	CP24	Comparative Politics	Political Survival	Nils-Christian Bormann	Witten/Herdecke University, Germany	Jun Sudduth	NA	785
70606	CP24	Comparative Politics	Political Survival	Nils-Christian Bormann	Witten/Herdecke University, Germany	Jun Sudduth	NA	917
70606	CP24	Comparative Politics	Political Survival	Nils-Christian Bormann	Witten/Herdecke University, Germany	Jun Sudduth	NA	1685
70605	CP23	Comparative Politics	Causes and effects of economic policies	Andreas Wiedemann	Princeton University, USA	Soenke Ehret	HEC Lausanne, Switzerland	603
70605	CP23	Comparative Politics	Causes and effects of economic policies	Andreas Wiedemann	Princeton University, USA	Soenke Ehret	HEC Lausanne, Switzerland	1447
70605	CP23	Comparative Politics	Causes and effects of economic policies	Andreas Wiedemann	Princeton University, USA	Soenke Ehret	HEC Lausanne, Switzerland	1527
70605	CP23	Comparative Politics	Causes and effects of economic policies	Andreas Wiedemann	Princeton University, USA	Soenke Ehret	HEC Lausanne, Switzerland	1772
70605	CP23	Comparative Politics	Causes and effects of economic policies	Andreas Wiedemann	Princeton University, USA	Soenke Ehret	HEC Lausanne, Switzerland	1779
70602	CP22	Comparative Politics	The political effects of crises	Marina Schenkel	Trinity College Dublin, Ireland	Davide Morisi	University of Southern Denmark, Denmark	566
70602	CP22	Comparative Politics	The political effects of crises	Marina Schenkel	Trinity College Dublin, Ireland	Davide Morisi	University of Southern Denmark, Denmark	1003
70602	CP22	Comparative Politics	The political effects of crises	Marina Schenkel	Trinity College Dublin, Ireland	Davide Morisi	University of Southern Denmark, Denmark	1640
70602	CP22	Comparative Politics	The political effects of crises	Marina Schenkel	Trinity College Dublin, Ireland	Davide Morisi	University of Southern Denmark, Denmark	1630
70602	CP22	Comparative Politics	The political effects of crises	Marina Schenkel	Trinity College Dublin, Ireland	Davide Morisi	University of Southern Denmark, Denmark	106
70601	CP21	Comparative Politics	Issue engagement in political space	Dani Sandu	NA	Liesbet Hooghe	NA	492
70601	CP21	Comparative Politics	Issue engagement in political space	Dani Sandu	NA	Liesbet Hooghe	NA	535
70601	CP21	Comparative Politics	Issue engagement in political space	Dani Sandu	NA	Liesbet Hooghe	NA	1487
70601	CP21	Comparative Politics	Issue engagement in political space	Dani Sandu	NA	Liesbet Hooghe	NA	1821
70601	CP21	Comparative Politics	Issue engagement in political space	Dani Sandu	NA	Liesbet Hooghe	NA	1122
70600	CP20	Comparative Politics	Violence	Neeraj Prasad	NA	Julian Wucherpfennig	NA	197
70600	CP20	Comparative Politics	Violence	Neeraj Prasad	NA	Julian Wucherpfennig	NA	401
70600	CP20	Comparative Politics	Violence	Neeraj Prasad	NA	Julian Wucherpfennig	NA	630
70600	CP20	Comparative Politics	Violence	Neeraj Prasad	NA	Julian Wucherpfennig	NA	1851
70600	CP20	Comparative Politics	Violence	Neeraj Prasad	NA	Julian Wucherpfennig	NA	454
70599	CP19	Comparative Politics	Courts and justice	Fabio Angiolillo	NA	Jay Krehbiel	NA	798
70599	CP19	Comparative Politics	Courts and justice	Fabio Angiolillo	NA	Jay Krehbiel	NA	965
70599	CP19	Comparative Politics	Courts and justice	Fabio Angiolillo	NA	Jay Krehbiel	NA	1829
70599	CP19	Comparative Politics	Courts and justice	Fabio Angiolillo	NA	Jay Krehbiel	NA	1944
70598	CP18	Comparative Politics	Bureaucracies and organisations	Magnus Bergli Rasmussen	NA	Andrea Vaccaro	NA	923
70598	CP18	Comparative Politics	Bureaucracies and organisations	Magnus Bergli Rasmussen	NA	Andrea Vaccaro	NA	942
70597	CP17	Comparative Politics	Immigration and attitudes	Cassilde Schwartz	NA	Philipp Lutz	NA	509
70597	CP17	Comparative Politics	Immigration and attitudes	Cassilde Schwartz	NA	Philipp Lutz	NA	1059
70597	CP17	Comparative Politics	Immigration and attitudes	Cassilde Schwartz	NA	Philipp Lutz	NA	1177
70597	CP17	Comparative Politics	Immigration and attitudes	Cassilde Schwartz	NA	Philipp Lutz	NA	1353
70597	CP17	Comparative Politics	Immigration and attitudes	Cassilde Schwartz	NA	Philipp Lutz	NA	36
70596	CP16	Comparative Politics	Inequality	Silja Häusermann	NA	Lucy Barnes	NA	294
70596	CP16	Comparative Politics	Inequality	Silja Häusermann	NA	Lucy Barnes	NA	869
70596	CP16	Comparative Politics	Inequality	Silja Häusermann	NA	Lucy Barnes	NA	1045
70596	CP16	Comparative Politics	Inequality	Silja Häusermann	NA	Lucy Barnes	NA	1144
70596	CP16	Comparative Politics	Inequality	Silja Häusermann	NA	Lucy Barnes	NA	2043
70595	CP15	Comparative Politics	Responsiveness and representation	Antonio Valentim	Yale University, USA	Jochen Rehmert	University of Zurich, Switzerland	1056
70595	CP15	Comparative Politics	Responsiveness and representation	Antonio Valentim	Yale University, USA	Jochen Rehmert	University of Zurich, Switzerland	1102
70595	CP15	Comparative Politics	Responsiveness and representation	Antonio Valentim	Yale University, USA	Jochen Rehmert	University of Zurich, Switzerland	1537
70595	CP15	Comparative Politics	Responsiveness and representation	Antonio Valentim	Yale University, USA	Jochen Rehmert	University of Zurich, Switzerland	2022
70595	CP15	Comparative Politics	Responsiveness and representation	Antonio Valentim	Yale University, USA	Jochen Rehmert	University of Zurich, Switzerland	933
70594	CP14	Comparative Politics	The Rural/Urban Divide	Emily Sellars	Yale University, USA	Sigrid Roßteutscher	Goethe University Frankfurt am Main, Germany	232
70594	CP14	Comparative Politics	The Rural/Urban Divide	Emily Sellars	Yale University, USA	Sigrid Roßteutscher	Goethe University Frankfurt am Main, Germany	358
70594	CP14	Comparative Politics	The Rural/Urban Divide	Emily Sellars	Yale University, USA	Sigrid Roßteutscher	Goethe University Frankfurt am Main, Germany	748
70594	CP14	Comparative Politics	The Rural/Urban Divide	Emily Sellars	Yale University, USA	Sigrid Roßteutscher	Goethe University Frankfurt am Main, Germany	1320
70594	CP14	Comparative Politics	The Rural/Urban Divide	Emily Sellars	Yale University, USA	Sigrid Roßteutscher	Goethe University Frankfurt am Main, Germany	1421
70593	CP13	Comparative Politics	 Democratisation	Jakob Tolstrup	Aarhus University, Denmark	Roman-Gabriel Olar	Dublin City University, Ireland	448
70593	CP13	Comparative Politics	 Democratisation	Jakob Tolstrup	Aarhus University, Denmark	Roman-Gabriel Olar	Dublin City University, Ireland	1235
70593	CP13	Comparative Politics	 Democratisation	Jakob Tolstrup	Aarhus University, Denmark	Roman-Gabriel Olar	Dublin City University, Ireland	1556
70593	CP13	Comparative Politics	 Democratisation	Jakob Tolstrup	Aarhus University, Denmark	Roman-Gabriel Olar	Dublin City University, Ireland	1602
70593	CP13	Comparative Politics	 Democratisation	Jakob Tolstrup	Aarhus University, Denmark	Roman-Gabriel Olar	Dublin City University, Ireland	2023
70592	CP05	Comparative Politics	Autocratic Survival and Strategies	Ellen Lust	University of Gothenburg, Sweden	Carl Knutsen	University of Oslo, Norway	69
70592	CP05	Comparative Politics	Autocratic Survival and Strategies	Ellen Lust	University of Gothenburg, Sweden	Carl Knutsen	University of Oslo, Norway	173
70592	CP05	Comparative Politics	Autocratic Survival and Strategies	Ellen Lust	University of Gothenburg, Sweden	Carl Knutsen	University of Oslo, Norway	185
70592	CP05	Comparative Politics	Autocratic Survival and Strategies	Ellen Lust	University of Gothenburg, Sweden	Carl Knutsen	University of Oslo, Norway	558
70592	CP05	Comparative Politics	Autocratic Survival and Strategies	Ellen Lust	University of Gothenburg, Sweden	Carl Knutsen	University of Oslo, Norway	165
70591	CP04	Comparative Politics	Electoral Systems	Rachael McLellan	University of Glasgow, United Kingdom	Indridi Indridason	University of California Riverside, USA	264
70591	CP04	Comparative Politics	Electoral Systems	Rachael McLellan	University of Glasgow, United Kingdom	Indridi Indridason	University of California Riverside, USA	1763
70591	CP04	Comparative Politics	Electoral Systems	Rachael McLellan	University of Glasgow, United Kingdom	Indridi Indridason	University of California Riverside, USA	1897
70591	CP04	Comparative Politics	Electoral Systems	Rachael McLellan	University of Glasgow, United Kingdom	Indridi Indridason	University of California Riverside, USA	8
70591	CP04	Comparative Politics	Electoral Systems	Rachael McLellan	University of Glasgow, United Kingdom	Indridi Indridason	University of California Riverside, USA	1904
70590	CP03	Comparative Politics	Fiscal politics and public debt	Mariana Carvalho	UCSD, USA	Ben Ansell	University of Oxford, United Kingdom	734
70590	CP03	Comparative Politics	Fiscal politics and public debt	Mariana Carvalho	UCSD, USA	Ben Ansell	University of Oxford, United Kingdom	955
70590	CP03	Comparative Politics	Fiscal politics and public debt	Mariana Carvalho	UCSD, USA	Ben Ansell	University of Oxford, United Kingdom	1921
70590	CP03	Comparative Politics	Fiscal politics and public debt	Mariana Carvalho	UCSD, USA	Ben Ansell	University of Oxford, United Kingdom	1216
70590	CP03	Comparative Politics	Fiscal politics and public debt	Mariana Carvalho	UCSD, USA	Ben Ansell	University of Oxford, United Kingdom	919
70589	CP02	Comparative Politics	Women Politicians	Despina Alexiadou	University of Strathclyde, United Kingdom	Mathias Poertner	London School of Economics, United Kingdom	572
70589	CP02	Comparative Politics	Women Politicians	Despina Alexiadou	University of Strathclyde, United Kingdom	Mathias Poertner	London School of Economics, United Kingdom	573
70589	CP02	Comparative Politics	Women Politicians	Despina Alexiadou	University of Strathclyde, United Kingdom	Mathias Poertner	London School of Economics, United Kingdom	1239
70589	CP02	Comparative Politics	Women Politicians	Despina Alexiadou	University of Strathclyde, United Kingdom	Mathias Poertner	London School of Economics, United Kingdom	1530
70589	CP02	Comparative Politics	Women Politicians	Despina Alexiadou	University of Strathclyde, United Kingdom	Mathias Poertner	London School of Economics, United Kingdom	1628
70588	CP01	Comparative Politics	Democratic Backsliding and Autocracies	Alexandra Blackman	Cornell University, USA	Guido Panzano	ULB, Belgium	424
70588	CP01	Comparative Politics	Democratic Backsliding and Autocracies	Alexandra Blackman	Cornell University, USA	Guido Panzano	ULB, Belgium	1893
70588	CP01	Comparative Politics	Democratic Backsliding and Autocracies	Alexandra Blackman	Cornell University, USA	Guido Panzano	ULB, Belgium	193
70588	CP01	Comparative Politics	Democratic Backsliding and Autocracies	Alexandra Blackman	Cornell University, USA	Guido Panzano	ULB, Belgium	1812
70588	CP01	Comparative Politics	Democratic Backsliding and Autocracies	Alexandra Blackman	Cornell University, USA	Guido Panzano	ULB, Belgium	425
70587	PL24	Parties and Legislatures	Parties and Elites in non-Democracies II	Gudlaug Olafsdottir	University of Uppsala, Sweden	Huang-Ting Yan	Institute of Political Science, Academia Sinica, Taiwan	633
70587	PL24	Parties and Legislatures	Parties and Elites in non-Democracies II	Gudlaug Olafsdottir	University of Uppsala, Sweden	Huang-Ting Yan	Institute of Political Science, Academia Sinica, Taiwan	1180
